Player,Squad,Age,MP,Gls,Ast,PK,PKatt,CrdY,CrdR,Glsp90,Astp90,GnPKp90,xG,npxG,xA,xGp90,xAp90,npxGp90,CmpPct,TotDist,PrgDist,SCmpPct,MCmpPct,LCmpPct,KP,DrbSuccPct,Tkl,TklW,Blocks,Int,Clr,Err,Pos,Sh,SoT,SoTp90
Mesut Özil,Arsenal,28,26,4,8,0,0,4,0,0.17,0.33,0.17,4.4,4.4,7.3,0.18,0.3,0.18,83.4,27878,8390,40,90,71.7,80,67.4,14,9,18,11,3,0,"MF,FW",40,13,0.54
Kasey Palmer,Huddersfield,20,4,0,0,0,0,2,0,0,0,0,0.1,0.1,0,0.04,0.02,0.04,72.9,702,217,0,79.5,72.7,1,100,6,3,7,0,1,0,"MF,FW",2,1,0.53
Emerson Palmieri,Chelsea,22,5,0,1,0,0,0,0,0,0.32,0,0.2,0.2,0.1,0.05,0.03,0.05,76.7,1881,458,60,85.6,42.9,1,44.4,6,2,3,2,9,0,"DF,MF",2,2,0.64
Pedro,Chelsea,29,31,4,2,0,0,1,0,0.24,0.12,0.24,4,4,1.4,0.24,0.08,0.24,78.6,8787,1943,35.1,84.7,66.2,25,62,19,12,15,13,7,0,"FW,MF",56,20,1.18
Roberto Pereyra,Watford,26,32,5,2,0,0,3,0,0.28,0.11,0.28,3.4,3.4,2.6,0.19,0.14,0.19,81.7,10842,2747,41,86.9,75,24,47.4,9,8,27,12,6,0,"MF,FW",34,13,0.72
Ayoze Pérez,Newcastle Utd,24,36,8,5,0,0,3,0,0.29,0.18,0.29,6.7,6.7,3.1,0.24,0.11,0.24,69.1,7534,1766,34.5,76.2,52.6,30,53.4,30,15,56,26,16,0,"MF,FW",60,21,0.76
Matt Phillips,West Brom,26,30,2,2,0,0,3,0,0.09,0.09,0.09,2.1,2.1,3.9,0.09,0.17,0.09,60.4,8018,2966,19,74.5,43.6,39,52.9,24,16,48,25,16,0,"MF,FW",28,7,0.3
Jordan Pickford,Everton,23,38,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,50.6,26314,19943,0,95.8,41.5,3,,0,0,0,4,1,1,GK,1,0,0
Jérémy Pied,Southampton,28,2,0,1,0,0,0,0,0,0.5,0,0,0,0.4,0.02,0.19,0.02,79.7,1774,832,50,84.2,66.7,2,100,9,4,6,9,5,0,DF,2,0,0
Erik Pieters,Stoke City,28,31,0,1,0,0,5,0,0,0.03,0,0.1,0.1,1.4,0,0.05,0,70.6,16986,7488,37.7,78.7,54.7,16,44.4,69,39,99,70,88,3,"DF,MF",3,1,0.03
Paul Pogba,Manchester Utd,24,27,6,10,0,0,5,1,0.25,0.42,0.25,6.4,6.4,3.9,0.27,0.17,0.27,83.7,27189,8473,64,88.8,72.6,41,70.5,27,16,19,23,20,0,MF,77,21,0.88
Nick Pope,Burnley,25,35,0,0,0,0,3,0,0,0,0,0,0,0.5,0,0.02,0,42.9,23477,19767,0,100,37.4,6,,0,0,0,0,0,2,GK,0,0,0
Alex Pritchard,Huddersfield,24,14,1,1,0,0,1,0,0.09,0.09,0.09,1.7,1.7,2.5,0.15,0.22,0.15,66,4523,1254,21.7,77.7,46.7,21,60,15,9,15,6,5,0,"MF,FW",21,5,0.45
Sebastian Prödl,Watford,30,21,0,0,0,0,5,0,0,0,0,0.8,0.8,0.1,0.05,0.01,0.05,75.4,9942,3598,41.7,81.3,68.4,1,,20,11,35,31,89,1,DF,9,1,0.06
Davy Pröpper,Brighton,25,35,0,4,0,0,2,1,0,0.12,0,2,2,1,0.06,0.03,0.06,77.2,23116,6355,31.5,82.6,71.8,18,65.9,67,47,69,60,57,1,MF,37,3,0.09
Marc Pugh,Bournemouth,30,20,0,0,0,0,2,0,0,0,0,1.6,1.6,0.7,0.15,0.06,0.15,74.1,5727,1594,43.3,83.3,45.1,10,62.5,7,5,18,13,7,0,"MF,FW",19,4,0.37
Jason Puncheon,Crystal Palace,31,10,0,0,0,0,5,0,0,0,0,0.6,0.6,0.4,0.1,0.06,0.1,78.9,3409,1031,63.6,88,56.7,5,80,6,4,5,7,5,0,"MF,FW",9,2,0.28
Collin Quaner,Huddersfield,26,26,0,4,0,0,4,0,0,0.28,0,1.3,1.3,2.5,0.1,0.18,0.1,71.2,4437,1272,48.1,76,53.3,17,46.9,16,7,33,13,9,0,"FW,MF",15,3,0.21
Sandro Ramírez,Everton,22,8,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0.26,0,0.26,72.7,856,165,50,79.1,55.6,0,66.7,1,1,3,1,1,0,"FW,MF",8,1,0.32
Aaron Ramsey,Arsenal,26,24,7,8,0,0,0,0,0.34,0.39,0.34,5.5,5.5,5,0.27,0.24,0.27,83,18239,4405,43.3,88.3,72.4,29,71,33,22,20,25,6,0,MF,54,23,1.12
Àngel Rangel,Swansea City,34,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.06,0,81.3,1466,515,100,85.2,63.6,1,50,4,3,2,3,2,0,DF,0,0,0
Marcus Rashford,Manchester Utd,19,35,7,5,0,0,3,0,0.35,0.25,0.35,4.3,4.3,4.5,0.22,0.23,0.22,70.7,7315,1861,30.8,82.6,43,26,51.9,11,5,22,8,11,0,"FW,MF",60,19,0.94
Nathan Redmond,Southampton,23,31,1,3,0,0,3,0,0.05,0.14,0.05,2.5,2.5,3.6,0.12,0.17,0.12,72,11499,2740,42.9,79.2,59.2,42,59,27,14,28,16,11,0,"FW,MF",45,15,0.69
Winston Reid,West Ham,28,17,0,0,0,0,5,0,0,0,0,0.3,0.3,0.1,0.02,0.01,0.02,80.4,12796,3638,33.3,88.3,72.9,3,50,19,13,34,23,79,1,DF,6,0,0
Declan Rice,West Ham,18,26,0,0,0,0,1,0,0,0,0,0.1,0.1,0,0.01,0,0.01,77.2,9489,3495,43.8,85.9,64.2,2,66.7,33,17,30,28,58,0,"DF,MF",4,0,0
Richarlison,Watford,20,38,5,4,0,0,4,0,0.16,0.13,0.16,10.1,10.1,3.3,0.32,0.11,0.32,63.1,8022,2335,20.2,71.7,45.5,26,48.1,52,27,57,24,24,0,"FW,MF",100,25,0.8
Jaïro Riedewald,Crystal Palace,20,12,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.01,76.2,2571,1069,66.7,79.8,69.4,1,100,10,6,10,13,5,1,"MF,DF",1,0,0
Matt Ritchie,Newcastle Utd,27,35,3,5,0,0,6,0,0.1,0.16,0.1,3.1,3.1,5,0.1,0.16,0.1,66,15411,5004,32.8,80.6,42.6,50,66.7,40,26,60,41,39,0,"MF,FW",60,18,0.58
Connor Roberts,Swansea City,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7,1944,517,46.2,81.1,46.2,0,,7,3,4,3,4,0,MF,0,0,0
Andrew Robertson,Liverpool,23,22,1,5,0,0,2,0,0.05,0.23,0.05,0.6,0.6,3.1,0.03,0.14,0.03,83.7,23332,8069,42.6,90.6,64.3,24,40,40,21,32,31,45,0,DF,12,2,0.09
Hal Robson-Kanu,West Brom,28,21,2,0,0,0,2,1,0.22,0,0.22,2.6,2.6,0.7,0.29,0.08,0.29,61.6,1973,545,17.6,73.6,39,8,45.8,3,3,9,5,10,0,"FW,MF",21,8,0.87
Jay Rodriguez,West Brom,27,37,7,1,1,1,2,0,0.22,0.03,0.19,8.4,7.7,1.3,0.27,0.04,0.24,69.5,8102,2154,30.8,77.9,52.4,18,33.3,27,18,41,19,29,2,"FW,MF",72,23,0.74
Marcos Rojo,Manchester Utd,27,9,0,0,0,0,6,0,0,0,0,0.1,0.1,0.3,0.02,0.05,0.02,80.7,6212,2584,22.2,91.2,65.1,2,100,7,4,17,9,33,0,DF,5,1,0.14
Sergio Romero,Manchester Utd,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8,626,482,,100,71.4,0,,0,0,0,0,0,0,GK,0,0,0
Oriol Romeu,Southampton,25,34,1,0,0,0,11,0,0.03,0,0.03,1.9,1.9,1.2,0.06,0.04,0.06,82,29897,8256,37,86.8,72.4,21,76.9,89,64,77,70,56,4,MF,25,3,0.09
Salomón Rondón,West Brom,27,36,7,3,0,0,4,0,0.23,0.1,0.23,7.1,7.1,1.8,0.23,0.06,0.23,67.1,8373,1518,23.3,74.1,56.5,22,53.1,16,11,27,17,17,0,FW,82,28,0.91
Wayne Rooney,Everton,31,31,10,2,3,6,5,0,0.4,0.08,0.28,8.7,4,2.6,0.34,0.1,0.16,74.4,19943,4627,46.3,82.6,64.1,36,58.6,30,24,43,17,29,0,"MF,FW",41,11,0.44
Danny Rose,Tottenham,26,10,0,1,0,0,4,0,0,0.11,0,0.8,0.8,0.9,0.09,0.1,0.09,74.1,7388,3164,24,84.7,57.9,11,44.8,16,7,19,10,5,0,"DF,MF",8,1,0.11
Liam Rosenior,Brighton,32,3,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,65.9,1196,698,16.7,74.5,60,0,,4,0,4,4,5,0,DF,2,0,0
Wayne Routledge,Swansea City,32,15,0,0,0,0,1,0,0,0,0,0.3,0.3,0.9,0.07,0.19,0.07,63.3,1827,551,33.3,75.2,40,6,63.6,9,5,8,3,2,0,"MF,FW",4,1,0.21
Antonio Rüdiger,Chelsea,24,27,2,1,0,0,4,0,0.08,0.04,0.08,2.1,2.1,0.4,0.08,0.02,0.08,88.2,31433,9266,55.2,93.3,78.8,2,25,47,29,57,25,75,1,DF,16,4,0.15
Mathew Ryan,Brighton,25,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.1,22713,16901,0,97.5,45.8,0,,0,0,0,3,1,1,GK,0,0,0
Abdelhamid Sabiri,Huddersfield,20,5,0,1,0,0,1,0,0,0.41,0,0.3,0.3,0.2,0.1,0.09,0.1,64.8,892,276,50,68.8,55.6,2,33.3,4,2,3,1,1,0,"MF,DF",6,0,0
Henri Saivet,Newcastle Utd,26,1,1,0,0,0,0,0,1.08,0,1.08,0,0,0,0.02,0,0.02,51.9,221,39,0,66.7,25,0,,6,5,1,4,6,0,MF,1,1,1.08
Diafra Sakho,West Ham,27,14,2,0,0,0,2,0,0.59,0,0.59,1.5,1.5,0,0.47,0.01,0.47,63.8,664,67,14.3,70.9,57.1,1,75,3,1,2,1,2,0,"FW,MF",10,3,0.88
Mamadou Sakho,Crystal Palace,27,19,1,2,0,0,1,0,0.06,0.11,0.06,1.5,1.5,1,0.08,0.05,0.08,82.5,11809,4931,38.9,88.5,71.8,2,50,25,11,27,34,82,2,DF,3,1,0.06
Bakary Sako,Crystal Palace,29,16,3,0,0,0,0,0,0.56,0,0.56,1.8,1.8,0.9,0.35,0.17,0.35,62.9,1578,407,38.9,76.3,38.9,7,55.6,9,4,5,1,2,0,"FW,MF",16,6,1.13
Mohamed Salah,Liverpool,25,36,32,10,1,2,1,0,0.99,0.31,0.96,22.8,21.3,8.2,0.7,0.25,0.66,73.1,12111,3521,50,79.1,55.4,62,63,9,8,16,7,2,0,"FW,MF",140,65,2.01
Renato Sanches,Swansea City,19,12,0,0,0,0,1,0,0,0,0,0.4,0.4,0.3,0.06,0.04,0.06,78.2,5682,1424,85.7,85.4,58.6,6,69.2,11,6,13,8,2,0,MF,12,0,0
Alexis Sánchez,Manchester Utd,28,12,2,3,0,1,1,0,0.17,0.26,0.17,3.7,2.8,1.9,0.32,0.16,0.24,71.6,7219,2249,33.3,81.7,51.9,22,71.9,20,18,8,16,2,0,"FW,MF",22,6,0.52
Alexis Sánchez,Arsenal,28,19,7,3,1,1,4,0,0.42,0.18,0.36,7.1,6.4,5.4,0.43,0.32,0.38,70.1,12030,3748,30.8,78.2,58.4,49,65.2,15,10,11,6,1,0,"FW,MF",71,26,1.56
Davinson Sánchez,Tottenham,21,31,0,0,0,0,1,1,0,0,0,0.9,0.9,0.1,0.03,0,0.03,88.6,37123,12025,59.1,92.8,83.2,4,83.3,33,18,41,46,116,0,DF,10,0,0
Leroy Sané,Manchester City,21,32,10,15,0,0,4,0,0.37,0.56,0.37,4.8,4.8,7.8,0.18,0.29,0.18,78.5,13754,2895,45.6,84.6,54.1,55,56.8,20,16,21,16,6,0,FW,54,19,0.71
Ezequiel Schelotto,Brighton,28,20,0,0,0,0,3,0,0,0,0,0.7,0.7,0.7,0.05,0.05,0.05,72.8,8035,3517,26.1,80,59.2,4,57.1,22,11,19,22,35,1,DF,7,2,0.14
Christopher Schindler,Huddersfield,27,37,0,1,0,0,7,2,0,0.03,0,0.9,0.9,1.7,0.02,0.05,0.02,79.3,24980,7566,48.6,84.6,72.9,6,100,86,54,78,77,191,3,DF,10,0,0
Jeffrey Schlupp,Crystal Palace,24,24,0,1,0,0,3,0,0,0.05,0,1.5,1.5,0.8,0.08,0.04,0.08,72.1,9692,3760,38.5,80.8,52.6,12,38.5,47,22,58,27,36,0,"DF,MF",16,2,0.1
Kasper Schmeichel,Leicester City,30,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52.4,21552,14913,100,97.8,44.6,1,100,0,0,1,0,3,0,GK,0,0,0
Morgan Schneiderlin,Everton,27,30,0,0,0,0,5,2,0,0,0,0.1,0.1,0.3,0,0.01,0,82.8,17420,5054,65.8,87.3,71.9,9,68.8,56,37,33,65,49,0,MF,2,0,0
Xherdan Shaqiri,Stoke City,25,36,8,7,0,1,5,0,0.24,0.21,0.24,5.5,4.7,6.9,0.16,0.2,0.14,70.8,18120,6010,42.1,85.7,51.5,73,53,22,12,18,18,2,0,"FW,MF",70,30,0.89
Luke Shaw,Manchester Utd,21,11,0,0,0,0,2,0,0,0,0,0.3,0.3,0.4,0.04,0.05,0.04,79.7,6850,2445,45.7,87.8,50,9,87.5,19,13,19,3,13,0,DF,12,4,0.46
Ryan Shawcross,Stoke City,29,27,1,1,0,0,2,0,0.04,0.04,0.04,3,3,0.1,0.11,0,0.11,66,10330,4444,18.2,72.2,58.5,1,100,31,11,54,42,182,4,DF,26,8,0.3
Jonjo Shelvey,Newcastle Utd,25,30,1,3,0,0,3,3,0.04,0.12,0.04,2.1,2.1,2.2,0.08,0.09,0.08,70,23913,8908,56.7,84.9,54,39,78.6,38,24,37,34,28,0,MF,42,9,0.36
Gylfi Sigurðsson,Everton,27,27,4,3,0,0,2,0,0.16,0.12,0.16,3.1,3.1,4,0.12,0.16,0.12,65.9,9525,3165,28.8,83.9,35.6,40,61,28,16,55,36,25,0,"MF,FW",41,12,0.48
Adrien Silva,Leicester City,28,12,0,1,0,0,3,0,0,0.12,0,0.3,0.3,0.8,0.03,0.09,0.03,81.6,6043,1797,61.5,85.5,74.2,8,54.5,22,10,12,12,0,0,"MF,FW",11,2,0.24
Bernardo Silva,Manchester City,22,35,6,4,0,0,0,0,0.35,0.23,0.35,3.5,2.9,1.7,0.21,0.1,0.17,84.3,13539,2457,35.7,90.4,69.2,28,64.1,24,15,22,10,8,0,"FW,MF",25,14,0.82
David Silva,Manchester City,31,29,9,11,0,0,5,0,0.33,0.41,0.33,6.7,6.7,7.2,0.25,0.27,0.25,87.2,34757,7645,57.1,91.6,72.4,60,68,28,19,37,18,4,0,MF,58,22,0.81
Danny Simpson,Leicester City,30,28,0,0,0,0,4,0,0,0,0,0.3,0.3,0.3,0.01,0.01,0.01,73.4,15155,6154,25.6,81.7,56.9,6,60,41,19,76,36,69,0,DF,3,1,0.04
Jack Simpson,Bournemouth,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,9,,100,50,0,,1,0,2,1,3,0,DF,0,0,0
Josh Sims,Southampton,20,6,0,0,0,0,0,0,0,0,0,1,1,0.2,0.57,0.09,0.57,75.4,694,218,60,80.8,50,1,33.3,3,2,4,1,0,0,"FW,MF",11,5,2.76
Jerome Sinclair,Watford,20,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.19,0,100,117,41,,100,,1,66.7,0,0,0,1,0,0,"MF,FW",0,0,0
Moussa Sissoko,Tottenham,27,32,1,1,0,0,3,0,0.06,0.06,0.06,3.2,3.2,2.4,0.21,0.16,0.21,82.5,11796,2762,48.9,87.1,70.4,26,65.5,18,14,23,10,16,0,"MF,FW",20,8,0.52
Islam Slimani,Leicester City,29,12,1,1,0,0,0,0,0.36,0.36,0.36,1.3,1.3,0.1,0.48,0.02,0.48,69.6,982,178,26.7,76.1,77.8,2,55.6,2,2,1,0,2,0,FW,6,3,1.08
Islam Slimani,Newcastle Utd,29,4,0,0,0,0,1,0,0,0,0,0,0,0.3,0,0.23,0,60.4,448,131,0,67.6,57.1,3,75,0,0,0,1,1,0,FW,0,0,0
Chris Smalling,Manchester Utd,27,29,4,0,0,0,4,0,0.14,0,0.14,3.2,3.2,0.6,0.11,0.02,0.11,85.8,20967,4810,42.9,89.5,82.3,3,100,33,23,53,60,117,1,DF,16,6,0.21
Adam Smith,Bournemouth,26,27,1,3,0,0,6,0,0.04,0.13,0.04,0.5,0.5,1.3,0.02,0.06,0.02,78.8,14047,4544,40,86.4,56.7,19,53.8,51,26,67,31,41,0,"DF,MF",12,3,0.13
Tommy Smith,Huddersfield,25,24,0,1,0,0,7,0,0,0.05,0,0.2,0.2,1.8,0.01,0.08,0.01,68.6,13966,5721,19,80.5,48.5,15,50,33,19,37,28,61,1,DF,8,2,0.09
Cédric Soares,Southampton,25,32,0,3,0,0,3,0,0,0.1,0,0.7,0.7,3,0.02,0.1,0.02,71.6,22111,9440,35.7,85.6,45.3,22,60,48,21,75,24,48,0,DF,24,4,0.13
Ramadan Sobhi,Stoke City,20,24,2,0,0,0,2,0,0.15,0,0.15,1.9,1.9,1.2,0.14,0.08,0.14,74.6,4947,1534,32.1,80.2,56.9,15,61.8,34,25,13,14,4,0,"MF,FW",13,6,0.44
Dominic Solanke,Liverpool,19,21,1,1,0,0,0,0,0.15,0.15,0.15,3.1,3.1,2,0.47,0.31,0.47,75.3,1827,404,47.6,79,70,14,58.8,3,2,10,2,5,0,FW,23,7,1.06
Pape Souaré,Crystal Palace,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,147,24,,100,33.3,0,,0,0,0,0,0,0,DF,0,0,0
Julián Speroni,Crystal Palace,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,4518,3750,0,96.3,38.7,0,,0,0,0,2,1,0,GK,0,0,0
Kostas Stafylidis,Stoke City,23,5,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.01,0.02,69.6,1758,752,0,83.9,48.8,2,66.7,9,3,16,6,12,1,"DF,MF",4,0,0
Junior Stanislas,Bournemouth,27,19,5,2,1,1,1,0,0.35,0.14,0.28,3.6,2.8,2.3,0.25,0.16,0.19,71.2,6789,2347,17.5,81.3,54.6,26,63.6,15,8,26,5,9,0,"MF,FW",44,19,1.33
Dale Stephens,Brighton,28,36,0,3,0,0,6,0,0,0.08,0,1.1,1.1,2,0.03,0.06,0.03,83.9,31927,8554,59.5,87.6,78.6,17,88.2,84,57,72,69,60,1,MF,18,2,0.06
Jack Stephens,Southampton,23,22,2,0,0,0,6,1,0.09,0,0.09,1.4,1.4,0.1,0.07,0,0.07,74,15446,6363,24.2,83.9,62.6,2,73.3,25,15,43,42,77,1,DF,11,4,0.18
Raheem Sterling,Manchester City,22,33,18,11,1,1,4,2,0.63,0.38,0.59,18.1,17.1,6.6,0.63,0.23,0.59,82.9,13467,2885,48.1,87.1,65.6,53,51.1,22,17,31,12,2,0,FW,85,33,1.15
John Stones,Manchester City,23,18,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0.1,0,0.1,95.6,23973,7938,85.7,97.3,92.1,0,,15,9,17,21,32,0,DF,11,4,0.28
Daniel Sturridge,West Brom,27,6,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0.54,0.04,0.54,74.2,409,149,0,81.8,62.5,2,66.7,0,0,0,0,0,0,FW,5,0,0
Daniel Sturridge,Liverpool,27,9,2,1,0,0,0,0,0.42,0.21,0.42,2.4,2.4,0.9,0.5,0.19,0.5,79.5,1561,352,69.2,81.2,76.9,12,66.7,0,0,2,0,1,0,FW,23,8,1.67
Ki Sung-yueng,Swansea City,28,25,2,2,0,0,2,0,0.1,0.1,0.1,0.7,0.7,1.7,0.04,0.08,0.04,83.5,15421,3302,38.7,91.3,72.9,21,50,21,15,29,36,13,0,MF,20,6,0.29
Andrew Surman,Bournemouth,30,25,2,5,0,0,2,0,0.1,0.24,0.1,1.1,1.1,1.3,0.05,0.06,0.05,82.9,18953,5200,50,87.5,74.4,19,76.5,15,9,43,16,54,0,MF,18,6,0.29
Markus Suttner,Brighton,30,14,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.04,0.01,71.4,9009,4020,21.4,85.7,52.6,7,33.3,25,14,27,15,17,1,DF,4,1,0.08
Lasse Sørensen,Stoke City,17,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.46,0,76.8,968,409,0,78.9,76.5,2,,2,2,1,1,0,0,MF,0,0,0
Alexander Sørloth,Crystal Palace,21,4,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.13,0.12,0.13,60.6,918,241,30,65.9,50,6,100,5,2,7,2,2,0,FW,8,3,0.75
Dušan Tadić,Southampton,28,36,6,3,1,1,4,0,0.19,0.1,0.16,4.6,3.8,6.5,0.15,0.21,0.12,69.6,14578,4005,31.7,79.7,49.8,62,67.7,37,23,48,19,13,0,"MF,FW",35,10,0.32
Matt Targett,Southampton,21,2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.09,0,68.2,1477,734,20,81.5,51.4,1,100,4,2,4,4,4,1,DF,0,0,0
James Tarkowski,Burnley,24,31,0,0,0,0,5,0,0,0,0,0.9,0.9,0.8,0.03,0.03,0.03,70.1,19391,7743,22.7,79.1,61.2,10,100,48,30,72,55,156,0,DF,17,4,0.13
Charlie Taylor,Burnley,23,11,0,0,0,0,3,0,0,0,0,0,0,0.3,0,0.03,0,66.6,5697,2394,33.3,80.6,43.9,5,80,18,9,29,17,31,0,DF,0,0,0
James Tomkins,Crystal Palace,28,28,3,0,0,0,8,0,0.11,0,0.11,2.3,2.3,0.2,0.09,0.01,0.09,77.9,16374,5574,36.4,84,69.9,2,87.5,40,16,29,71,182,5,DF,22,8,0.3
Cenk Tosun,Everton,26,14,5,0,0,0,0,0,0.46,0,0.46,2.4,2.4,1.1,0.22,0.1,0.22,68.1,2807,497,53.3,72.6,54.1,12,44.4,5,3,17,2,10,1,FW,19,8,0.73
Yaya Touré,Manchester City,34,10,0,2,0,0,1,0,0,0.76,0,0.3,0.3,0.8,0.11,0.32,0.11,93.9,6238,1660,87.5,95.8,84.6,7,0,1,1,6,6,3,0,MF,5,1,0.38
Andros Townsend,Crystal Palace,25,36,2,7,0,0,3,0,0.06,0.2,0.06,3.2,3.2,6.1,0.09,0.18,0.09,69.6,14204,4160,31.5,82.9,45.6,59,56.8,43,24,54,32,17,0,"FW,MF",63,15,0.43
Kieran Trippier,Tottenham,26,24,0,5,0,0,1,0,0,0.24,0,0.2,0.2,3.1,0.01,0.15,0.01,76.3,23645,8272,34,86.7,59.6,41,68.8,43,25,47,22,30,0,"DF,MF",7,1,0.05
Axel Tuanzebe,Manchester Utd,19,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,,0,,0,0,0,0,0,0,FW,0,0,0
Josh Tymon,Stoke City,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.9,1157,359,50,91.5,50,0,100,5,2,1,1,2,0,DF,0,0,0
Leonardo Ulloa,Brighton,30,10,1,0,0,0,0,0,0.34,0,0.34,0.4,0.4,0.2,0.14,0.07,0.14,72.5,1140,277,25,75.5,80,6,75,3,1,3,1,3,0,FW,2,1,0.34
Leonardo Ulloa,Leicester City,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.22,85.7,175,21,,83.3,100,0,50,1,1,0,0,1,0,FW,1,1,4.09
Antonio Valencia,Manchester Utd,31,31,3,1,0,0,7,0,0.1,0.03,0.1,0.5,0.5,1.7,0.02,0.06,0.02,81.6,25017,9947,36.7,90.6,55.3,23,66.7,52,37,75,50,47,0,DF,14,3,0.1
Jamie Vardy,Leicester City,30,37,20,1,5,6,3,0,0.55,0.03,0.42,15.6,11.1,2.7,0.43,0.07,0.31,60.2,5803,861,30,62.1,66.9,28,41.3,18,13,23,6,11,0,FW,64,29,0.8
Jan Vertonghen,Tottenham,30,36,0,0,0,0,4,0,0,0,0,1,1,0.8,0.03,0.02,0.03,85.6,46482,14891,41.5,91.3,77.6,11,66.7,69,38,50,62,136,0,DF,24,3,0.08
Nikola Vlašić,Everton,19,12,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.07,0.08,0.07,72,2194,516,37.5,77.6,65,9,72.2,8,7,14,10,8,0,"FW,MF",5,1,0.16
Sam Vokes,Burnley,27,30,4,1,0,0,3,0,0.36,0.09,0.36,3.5,3.5,0.7,0.32,0.07,0.32,53.2,1925,501,26.7,57.5,35.5,7,66.7,2,0,18,2,11,1,FW,36,9,0.81
Michel Vorm,Tottenham,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3,704,267,,100,80,0,,0,0,0,0,0,0,GK,0,0,0
Molla Wagué,Watford,26,6,1,0,0,0,0,0,0.21,0,0.21,0.9,0.9,0,0.18,0,0.18,72.5,2614,1105,0,78.9,67.6,0,0,4,3,2,7,33,0,DF,3,1,0.21
Theo Walcott,Arsenal,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,162,5,,57.1,0,0,100,1,0,1,2,1,0,"MF,FW",0,0,0
Theo Walcott,Everton,28,14,3,3,0,0,2,0,0.23,0.23,0.23,3,3,1.7,0.23,0.14,0.23,67.6,3688,1164,38.5,78,42.5,13,66.7,24,12,13,9,6,0,"FW,MF",18,8,0.62
Kyle Walker,Manchester City,27,32,0,6,0,0,3,2,0,0.19,0,0.7,0.7,4.6,0.02,0.15,0.02,85.7,39940,11375,43.9,90.8,73.5,30,60.5,41,24,39,30,47,0,DF,13,1,0.03
Kyle Walker-Peters,Tottenham,20,3,0,2,0,0,0,0,0,0.95,0,0,0,1.4,0,0.65,0,77.2,1601,532,42.9,83.1,66.7,3,60,5,4,6,4,4,0,DF,0,0,0
Jonathan Walters,Burnley,33,3,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0,0.4,33.3,71,1,,36.4,0,0,,0,0,0,0,1,0,FW,1,0,0
Aaron Wan-Bissaka,Crystal Palace,19,7,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.07,0,67,3007,1723,37.5,74.9,47.4,3,72.7,25,11,36,16,25,0,DF,0,0,0
Victor Wanyama,Tottenham,26,18,1,0,0,0,2,0,0.11,0,0.11,0.5,0.5,0.1,0.05,0.01,0.05,87.4,10194,2416,37.5,92.1,79.5,3,61.1,31,22,13,11,12,0,MF,14,3,0.32
Joel Ward,Crystal Palace,27,19,0,1,0,0,4,0,0,0.06,0,0.3,0.3,1.1,0.02,0.06,0.02,71.1,11378,4808,42.3,83.6,49.5,7,55.6,39,20,48,31,44,1,DF,5,1,0.06
Stephen Ward,Burnley,31,28,1,1,0,0,1,0,0.04,0.04,0.04,0.3,0.3,1.9,0.01,0.07,0.01,65.5,16671,7754,25,80,45,17,54.5,35,15,68,46,70,0,DF,5,1,0.04
James Ward-Prowse,Southampton,22,30,3,3,0,0,3,0,0.16,0.16,0.16,1.8,1.8,3,0.1,0.16,0.1,69.3,11849,3332,25.7,82.9,46.9,34,100,26,18,42,8,21,1,"FW,MF",28,13,0.68
Ben Watson,Watford,31,8,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0.03,0,81,3835,1433,12.5,89,66.1,3,,15,9,6,7,7,0,MF,1,0,0
